,uuid,name,slug,class_name,sizes,emission,mass,cargo_capacity,vehicle_inventory,personal_inventory,crew,health,shield_hp,speed,fuel,quantum,agility,armor,foci,type,description,size_class,manufacturer,insurance,parts,updated_at,version,id,chassis_id,production_status,production_note,size,msrp,pledge_url,loaner,skus
Caterpillar,dc39ca6b-1d76-4db5-9346-356f49954978,Caterpillar,caterpillar,DRAK_Caterpillar,"{'length': 13.4, 'beam': 39.5, 'height': 111.5}","{'ir': 24785, 'em_idle': 28732, 'em_max': 68790}",0,576,32.99,0,"{'min': 1, 'max': None, 'weapon': 4, 'operation': None}",0,168300,"{'scm': 130, 'max': 900, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 50, 'usage': {'main': 677, 'maneuvering': 341, 'retro': 271, 'vtol': 0}}","{'quantum_speed': 282000000, 'quantum_spool_time': 7, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 16, 'yaw': 16, 'roll': 25, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.42, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Heavy Freight'],transport,"First introduced in 2871, Drake Interplanetary’s Caterpillar has long proven to be a reliable, cost-effective multi-role vessel, capable of being outfitted for everything from mercantile operations to combat support. Long hailed as a hard-fought alternative to the ubiquitous Hull series, the Caterpillar is a freighter that doesn’t skimp on weaponry or customization.",5,"{'name': 'Drake Interplanetary', 'code': 'DRAK'}","{'claim_time': 18.629, 'expedite_time': 6.21, 'expedite_cost': 7730}",[],2025-02-21T06:55:19.000000Z,4.1.0-LIVE.9650658,24,11,flight-ready,Hull concept complete,large,330,https://robertsspaceindustries.com/pledge/ships/drake-caterpillar/Caterpillar,"[{'name': 'Buccaneer', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/efec4d48-77ab-4cba-9add-a3d96c5be8d8', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 295, 'available': 1, 'imported_at': '2024-01-07T12:54:02.000000Z'}, {'title': 'Standard Edition', 'price': 330, 'available': 1, 'imported_at': '2024-01-09T23:00:57.000000Z'}, {'title': 'Warbond Edition', 'price': 300, 'available': 1, 'imported_at': '2024-05-25T22:00:25.000000Z'}]"
Caterpillar Best In Show Edition 2949,,Caterpillar Best In Show Edition 2949,caterpillar-best-in-show-edition-2949,,"{'length': 111.5, 'beam': 39, 'height': 13.5}",,1608205,576,,,"{'min': 2, 'max': 4}",,,"{'scm': 130, 'max': 900}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Heavy Freight'],transport,"First introduced in 2871, Drake Interplanetary’s Caterpillar has long proven to be a reliable, cost-effective multi-role vessel, capable of being outfitted for everything from mercantile operations to combat support. Long hailed as a hard-fought alternative to the ubiquitous Hull series, the Caterpillar is a freighter that doesn’t skimp on weaponry or customization.",,"{'code': 'DRAK', 'name': 'Drake Interplanetary'}",,,2025-01-14T20:09:53.000000Z,,194,11,flight-ready,Hull concept complete,large,330,https://robertsspaceindustries.com/pledge/ships/drake-caterpillar/Caterpillar-Best-In-Show-Edition-2949,[],[]
Caterpillar Pirate Edition,,Caterpillar Pirate Edition,caterpillar-pirate-edition,,"{'length': 111.5, 'beam': 30, 'height': 13.5}",,1660063,576,,,"{'min': 2, 'max': 4}",,,"{'scm': 130, 'max': 900}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Heavy Freight'],transport,"Drake maintains that the Caterpillar, a sprawling, modular spacecraft which appears at least somewhat like its namesake, is for legitimate commerce and extended search and rescue missions... but this special livery seems to suggest otherwise.",,"{'code': 'DRAK', 'name': 'Drake Interplanetary'}",,,2025-01-13T19:37:51.000000Z,,125,11,flight-ready,None,large,330,https://robertsspaceindustries.com/pledge/ships/drake-caterpillar/Caterpillar-Pirate-Edition,[],[]
Centurion,27515ffd-04df-413f-8533-34612d906c7d,Centurion,centurion,ANVL_Centurion,"{'length': 17, 'beam': 7, 'height': 5.5}","{'ir': 3152, 'em_idle': 3060, 'em_max': 17874}",0,0,2.11,0,"{'min': 2, 'max': None, 'weapon': 2, 'operation': None}",0,1348,"{'scm': None, 'max': 25, 'zero_to_scm': 0, 'zero_to_max': 4.17, 'scm_to_zero': 0, 'max_to_zero': 25, 'reverse': 9}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 0, 'maneuvering': 0, 'retro': 0, 'vtol': 0}}",,"{'pitch': None, 'yaw': None, 'roll': None, 'v0_steer_max': 20, 'kv_steer_max': 5, 'vmax_steer_max': 15, 'deceleration': {'main': 1}, 'acceleration': {'main': 6, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 0.4, 'signal_electromagnetic': 0.30000000000000004, 'signal_cross_section': 1, 'damage_physical': 0.46, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Combat'],ground,"Built on Anvil’s popular Atlas Platform, the Centurion presents a tactical solution for short-range anti-aircraft operations. Dominate any combat zone by assuring immediate threats from above are dealt with quickly and efficiently, thanks to the Centurion’s custom energy-based AA turret.",4,"{'name': 'Anvil Aerospace', 'code': 'ANVL'}","{'claim_time': 7.559, 'expedite_time': 2.519, 'expedite_cost': 5920}",[],2025-02-21T06:57:38.000000Z,4.1.0-LIVE.9650658,233,99,flight-ready,None,vehicle,110,https://robertsspaceindustries.com/pledge/ships/centurion/Centurion,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 110, 'available': 1, 'imported_at': '2024-01-07T12:54:06.000000Z'}]"
Constellation Andromeda,d95fb013-60d5-43ac-ab2d-daa082f45411,Constellation Andromeda,constellation-andromeda,RSI_Constellation_Andromeda,"{'length': 63.5, 'beam': 27.75, 'height': 15.25}","{'ir': 18225, 'em_idle': 10408, 'em_max': 37631}",0,0,5.08,0,"{'min': 1, 'max': None, 'weapon': 2, 'operation': None}",0,48800,"{'scm': 200, 'max': 1000, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 369, 'maneuvering': 102, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 262000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}","['Medium Freight', 'Gunship']",multi,"The Constellation Andromeda, a multi-person freighter, is the most popular ship in RSI's current production array. Constellations are beloved by smugglers and merchants alike because they are modular, high powered... and just downright iconic-looking.",4,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 13.5, 'expedite_time': 4.5, 'expedite_cost': 6750}",[],2025-02-21T06:57:02.000000Z,4.1.0-LIVE.9650658,45,4,flight-ready,Damage States being mapped,large,240,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Andromeda,"[{'name': 'P-52 Merlin', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/a5a8e4e5-939c-4f7b-ab48-5f7db556d5a4', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 240, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Warbond Edition', 'price': 220, 'available': 1, 'imported_at': '2024-09-17T22:00:32.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 240, 'available': 1, 'imported_at': '2025-01-07T23:01:06.000000Z'}]"
Constellation Aquila,e7b40f5c-4099-4aa6-b226-b5b08bd68413,Constellation Aquila,constellation-aquila,RSI_Constellation_Aquila,"{'length': 63.5, 'beam': 27.75, 'height': 15.25}","{'ir': 16825, 'em_idle': 9208, 'em_max': 36791}",0,0,5.6,0,"{'min': 1, 'max': None, 'weapon': 1, 'operation': None}",0,48800,"{'scm': 146, 'max': 988, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 100, 'usage': {'main': 369, 'maneuvering': 102, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 262000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Expedition'],exploration,"Explore any distant horizons! The Constellation Aquila features a redesigned cockpit for maximum visibility, advanced sensors and an onboard Ursa rover for planetary exploration. Let’s see what’s out there!",4,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 16.2, 'expedite_time': 5.4, 'expedite_cost': 9171}",[],2025-02-21T06:57:04.000000Z,4.1.0-LIVE.9650658,47,4,flight-ready,None,large,315,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Aquila,"[{'name': 'P-52 Merlin', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/a5a8e4e5-939c-4f7b-ab48-5f7db556d5a4', 'version': '4.1.1-LIVE.9768350'}, {'name': 'Ursa', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/8c375d7e-0e44-42e8-b84b-c8d6b2e1256c', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 315, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Warbond Edition', 'price': 290, 'available': 1, 'imported_at': '2024-05-18T20:42:44.000000Z'}, {'title': 'Warbond Edition', 'price': 290, 'available': 1, 'imported_at': '2024-11-26T23:00:52.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 315, 'available': 1, 'imported_at': '2025-01-07T23:01:06.000000Z'}]"
Constellation Phoenix,ecadf2b2-a404-4776-9289-04af91538d76,Constellation Phoenix,constellation-phoenix,RSI_Constellation_Phoenix,"{'length': 63.5, 'beam': 27.75, 'height': 15.25}","{'ir': 17825, 'em_idle': 9768, 'em_max': 36991}",0,0,5.43,0,"{'min': 1, 'max': None, 'weapon': 2, 'operation': None}",0,48800,"{'scm': 200, 'max': 1000, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 369, 'maneuvering': 102, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 262000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Luxury Touring'],exploration,"A dedicated luxury spacecraft for the discerning star captain. The Constellation Phoenix can be operated as an organization command ship and features a luxurious redesigned interior. 

The Phoenix comes with a Lynx rover and a Kruger P-72 Archimedes Fighter",4,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 24.299, 'expedite_time': 8.1, 'expedite_cost': 12079}",[],2025-02-21T06:57:17.000000Z,4.1.0-LIVE.9650658,49,4,flight-ready,None,large,350,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Phoenix,"[{'name': 'P-72 Archimedes', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/70580bce-2347-4e96-9260-dee6394f483d', 'version': '4.1.1-LIVE.9768350'}]",[]
Constellation Phoenix Emerald,daf936a1-689f-4edb-980a-96947e2727c4,Constellation Phoenix Emerald,constellation-phoenix-emerald,RSI_Constellation_Phoenix_Emerald,"{'length': 63.5, 'beam': 27.75, 'height': 15.25}","{'ir': 17825, 'em_idle': 9768, 'em_max': 36991}",0,0,5.43,0,"{'min': 1, 'max': None, 'weapon': 2, 'operation': None}",0,48800,"{'scm': 200, 'max': 1000, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 0, 'usage': {'main': 369, 'maneuvering': 102, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 262000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Touring'],exploration,"Whether you are a discerning socialite or a freewheeling party animal, the Constellation Phoenix Emerald is your personal passport to entertainment. With a swank interior cabin designed specifically for revelry, and a limited edition ""lucky"" paint job, the Emerald is the perfect venue to sip a glass of Radegast Gold or throw back a green Sleeping Tiger Malt while hurtling luxuriously through the stars. Just be sure to bring a designated pilot. The Phoenix Emerald comes with a Lynx rover and a Kruger P-72 Archimedes Fighter.",4,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 24.299, 'expedite_time': 8.1, 'expedite_cost': 12079}",[],2025-02-21T06:57:19.000000Z,4.1.0-LIVE.9650658,156,4,flight-ready,None,large,350,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Phoenix-Emerald,"[{'name': 'P-72 Archimedes', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/70580bce-2347-4e96-9260-dee6394f483d', 'version': '4.1.1-LIVE.9768350'}]",[]
Constellation Taurus,d1c3fa10-b2d9-421e-8301-97dbf4d0c115,Constellation Taurus,constellation-taurus,RSI_Constellation_Taurus,"{'length': 70, 'beam': 27.75, 'height': 15.25}","{'ir': 23905, 'em_idle': 20850, 'em_max': 57715}",0,6,5.43,0,"{'min': 1, 'max': None, 'weapon': 2, 'operation': None}",0,56100,"{'scm': 200, 'max': 1000, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 100, 'usage': {'main': 369, 'maneuvering': 102, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 262000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.47000000000000003, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Medium Freight'],transport,"Enjoy the adventure of a multi-crew Constellation on a budget! The Constellation Taurus is a dedicated freighter. Fully configurable but without all the bells-and-whistles, the Taurus is a great way to get started with crewed ships.",4,"{'name': 'Roberts Space Industries', 'code': 'RSI'}","{'claim_time': 17.1, 'expedite_time': 5.699, 'expedite_cost': 9531}",[],2025-02-21T06:57:21.000000Z,4.1.0-LIVE.9650658,46,4,flight-ready,None,large,200,https://robertsspaceindustries.com/pledge/ships/rsi-constellation/Constellation-Taurus,[],"[{'title': 'Standard Edition', 'price': 150, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Standard Edition', 'price': 200, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Warbond Edition', 'price': 185, 'available': 1, 'imported_at': '2024-01-09T23:00:57.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 200, 'available': 1, 'imported_at': '2025-01-07T23:01:06.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 200, 'available': 1, 'imported_at': '2025-01-07T23:01:06.000000Z'}]"
Corsair,e1afb014-fe71-4da9-89ae-c30fcf9c0782,Corsair,corsair,DRAK_Corsair,"{'length': 53, 'beam': 30, 'height': 25}","{'ir': 22922, 'em_idle': 22210, 'em_max': 51926}",0,72,5.6,0,"{'min': 4, 'max': None, 'weapon': 3, 'operation': None}",0,48800,"{'scm': 200, 'max': 1000, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 54, 'usage': {'main': 290, 'maneuvering': 152, 'retro': 145, 'vtol': 0}}","{'quantum_speed': 201000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 30, 'yaw': 30, 'roll': 60, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.42, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Expedition'],exploration,"Heed the call of uncharted space and harness the spirit of exploration with the Drake Corsair, a worthy companion, supporting you in battle, discovery, and delivery, wherever the winds of adventure may steer you. ",4,"{'name': 'Drake Interplanetary', 'code': 'DRAK'}","{'claim_time': 17.01, 'expedite_time': 5.67, 'expedite_cost': 6805}",[],2025-02-21T06:55:22.000000Z,4.1.0-LIVE.9650658,178,73,flight-ready,None,large,250,https://robertsspaceindustries.com/pledge/ships/drake-corsair/Corsair,"[{'name': 'Buccaneer', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/efec4d48-77ab-4cba-9add-a3d96c5be8d8', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Warbond Edition', 'price': 230, 'available': 1, 'imported_at': '2024-01-09T23:00:59.000000Z'}, {'title': 'Standard Upgrade', 'price': 250, 'available': 1, 'imported_at': '2024-01-25T23:00:40.000000Z'}, {'title': 'Warbond Edition', 'price': 230, 'available': 1, 'imported_at': '2024-03-15T15:11:48.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 250, 'available': 1, 'imported_at': '2024-07-02T22:01:09.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 250, 'available': 1, 'imported_at': '2025-04-01T22:00:56.000000Z'}, {'title': 'Standard Edition', 'price': 215, 'available': 1, 'imported_at': '2025-04-08T22:00:53.000000Z'}]"
Crucible,,Crucible,crucible,,"{'length': 90, 'beam': 50, 'height': 20}",,3650500,240,,,"{'min': 3, 'max': 8}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Heavy Repair'],support,"A so-called “flying toolbox,” the Crucible is Anvil Aerospace’s first dedicated repair ship. Featuring a rotating control bridge and a detachable pressurized workspace,  the Crucible is a versatile mobile garage equipped with repair arms, a drone operation center and all the equipment needed to overhaul a damaged craft back into fighting shape.",,"{'code': 'ANVL', 'name': 'Anvil Aerospace'}",,,2024-05-29T17:40:04.000000Z,,103,37,in-concept,Concept complete,large,350,https://robertsspaceindustries.com/pledge/ships/crucible/Crucible,"[{'name': 'Constellation Andromeda', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/d95fb013-60d5-43ac-ab2d-daa082f45411', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition ', 'price': 350, 'available': 1, 'imported_at': '2024-01-10T23:00:58.000000Z'}]"
CSV-SM,,CSV-SM,csv-sm,,"{'length': 5.4, 'beam': 4.1, 'height': 2.8}",,14755,4,,,"{'min': 1, 'max': 1}",,,"{'scm': None, 'max': None}",,,"{'pitch': None, 'yaw': None, 'roll': None, 'acceleration': {'x_axis': None, 'y_axis': None, 'z_axis': None}}",,['Freight'],ground,The CSV-SM is the logistical lifeblood of any hangar or outpost operation. Move essential materials freely and easily.,,"{'code': 'ARGO', 'name': 'Argo Astronautics'}",,,2025-01-13T21:01:56.000000Z,,281,118,flight-ready,None,vehicle,45,https://robertsspaceindustries.com/pledge/ships/csv/CSV-SM,"[{'name': 'Aurora MR', 'link': 'https://api.star-citizen.wiki/api/v2/vehicles/c596f592-1196-4378-8583-18ff13962b85', 'version': '4.1.1-LIVE.9768350'}]","[{'title': 'Standard Edition', 'price': 45, 'available': 1, 'imported_at': '2024-10-21T22:01:00.000000Z'}]"
Cutlass Black,b58f7735-9454-4a0a-b724-2bc8d61961d7,Cutlass Black,cutlass-black,DRAK_Cutlass_Black,"{'length': 37.5, 'beam': 26.5, 'height': 11.5}","{'ir': 11059, 'em_idle': 8914, 'em_max': 33708}",0,46,3.68,0,"{'min': 3, 'max': None, 'weapon': 2, 'operation': None}",0,4130,"{'scm': 217, 'max': 1150, 'zero_to_scm': 0, 'zero_to_max': 0, 'scm_to_zero': 0, 'max_to_zero': 0}","{'capacity': 0, 'intake_rate': 20, 'usage': {'main': 228, 'maneuvering': 875, 'retro': 0, 'vtol': 0}}","{'quantum_speed': 201000000, 'quantum_spool_time': 6, 'quantum_fuel_capacity': 0, 'quantum_range': 0}","{'pitch': 47, 'yaw': 39, 'roll': 137, 'acceleration': {'main': 0, 'retro': 0, 'vtol': 0, 'maneuvering': 0, 'main_g': 0, 'retro_g': 0, 'vtol_g': 0, 'maneuvering_g': 0}}","{'signal_infrared': 1, 'signal_electromagnetic': 1, 'signal_cross_section': 1, 'damage_physical': 0.42, 'damage_energy': 1, 'damage_distortion': 1, 'damage_thermal': 1, 'damage_biochemical': 1, 'damage_stun': 0}",['Medium Freight'],multi,"Drake Interplanetary claims that the Cutlass Black is a low-cost, easy-to-maintain solution for local in-system militia units. The larger-than-average cargo hold, RIO seat and dedicated tractor mount are, the company literature insists, for facilitating search and rescue operations.",3,"{'name': 'Drake Interplanetary', 'code': 'DRAK'}","{'claim_time': 9.989, 'expedite_time': 3.329, 'expedite_cost': 6251}",[],2025-02-21T06:55:27.000000Z,4.1.0-LIVE.9650658,56,6,flight-ready,Update pass in progress,medium,110,https://robertsspaceindustries.com/pledge/ships/drake-cutlass/Cutlass-Black,[],"[{'title': 'Standard Edition', 'price': 110, 'available': 1, 'imported_at': '2024-01-07T12:54:03.000000Z'}, {'title': 'Warbond Edition', 'price': 100, 'available': 1, 'imported_at': '2024-05-26T22:00:24.000000Z'}, {'title': 'Imperator Subscribers Edition', 'price': 110, 'available': 1, 'imported_at': '2024-12-03T23:01:32.000000Z'}, {'title': 'Centurion Subscribers Edition', 'price': 110, 'available': 1, 'imported_at': '2024-12-03T23:01:32.000000Z'}, {'title': 'Warbond Edition', 'price': 100, 'available': 1, 'imported_at': '2025-02-06T23:01:21.000000Z'}]"
